dataset_version,snapshot_id,session_id,split,is_synthetic,random_seed,sim_time_s,snapshot_interval_s,scenario_id,scenario_version,stage_code,scenario_progress_ratio,difficulty_level,operator_profile,disturbance_cause,disturbance_target_branch,disturbance_onset_s,disturbance_active_true,disturbance_severity_true,sensor_delay_s,nuisance_alarm_rate_min,reaction_deadline_s,hints_enabled,branch_1_flow_tph,branch_1_flow_ratio,branch_1_pressure_bar,branch_1_valve_command_pct,branch_1_valve_actual_pct,branch_1_t11_outlet_temp_c,branch_2_flow_tph,branch_2_flow_ratio,branch_2_pressure_bar,branch_2_valve_command_pct,branch_2_valve_actual_pct,branch_2_t11_outlet_temp_c,branch_3_flow_tph,branch_3_flow_ratio,branch_3_pressure_bar,branch_3_valve_command_pct,branch_3_valve_actual_pct,branch_3_t11_outlet_temp_c,total_feed_flow_tph,min_branch_flow_ratio,flow_imbalance_ratio,lowest_flow_branch_code,feed_pump_discharge_pressure_bar,t11_combined_outlet_temp_c,t11_temperature_margin_norm,min_branch_flow_change_30s_pct,t11_max_temp_change_30s_c,elou_wash_water_ratio,elou_stage1_min_level_mm,elou_stage2_min_level_mm,elou_temperature_c,elou_load_imbalance_ratio,elou_hv_trip_count,e15_level_pct,n20_state,k1_feed_flow_ratio,k1_pressure_bar,k1_top_temp_c,k1_bottom_temp_c,k1_level_pct,furnace_feed_flow_ratio,furnace_outlet_temp_c,furnace_heat_load_pct,furnace_heat_to_feed_ratio,k2_pressure_bar,k2_top_temp_c,k2_bottom_temp_c,k2_stability_index,side_draw_stability_index,product_flow_stability_index,deviating_parameters_count,critical_parameters_count,active_alarms_count,critical_alarms_count,nuisance_alarms_count,unack_alarms_count,alarm_level_max,alarm_rate_30s,time_since_primary_alarm_s,max_alarm_age_s,alarms_ack_30s,operator_actions_30s,correct_actions_30s,incorrect_actions_30s,dangerous_actions_30s,repeated_actions_30s,cancelled_actions_30s,sequence_violations_30s,result_checks_30s,observation_checks_30s,time_since_last_action_s,deviation_declared,diagnosis_code,correct_response_started,reaction_elapsed_s,reaction_overdue_s,sequence_progress_ratio,expected_step_code,verification_required,verification_completed,verification_missing,time_since_unverified_action_s,downstream_checks_completed_count,label_valid,risk_next_30s,time_to_critical_event_s,target_event_type
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T0670,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,670,5,elou_avt_throughput_branch_degradation,1.0.0,t4_t7,0.1718,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,100.2455,1.0025,5.003,100.0,100,101.3002,99.6354,0.9964,5.0209,100.0,100,101.3137,100.0178,1.0002,5.0102,100.0,100,101.379,299.8986,0.9964,0.0061,branch_2,6.0,101.331,2.5747,-0.1375,9.0478,0.0,0.0,0.0,0.0,0.0,0,0.0,OFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T0675,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,675,5,elou_avt_throughput_branch_degradation,1.0.0,t4_t7,0.1731,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,99.9865,0.9999,4.9964,100.0,100,102.7862,99.4188,0.9942,4.9442,100.0,100,102.875,100.2197,1.0022,4.9842,100.0,100,102.8716,299.625,0.9942,0.008,branch_2,6.0,102.8443,2.475,-0.008,9.1168,0.0,0.0,0.0,0.0,0.0,0,0.0,OFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T0715,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,715,5,elou_avt_throughput_branch_degradation,1.0.0,t4_t7,0.1833,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,100.2742,1.0027,4.9963,100.0,100,115.2357,99.9033,0.999,5.0049,100.0,100,114.87,100.4027,1.004,4.9875,100.0,100,115.2017,300.5802,0.999,0.005,branch_2,6.0,115.1025,1.651,-0.225,9.0473,0.0,0.0,0.0,0.0,0.0,0,0.0,OFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T0910,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,910,5,elou_avt_throughput_branch_degradation,1.0.0,t7_t11,0.2333,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,100.3376,1.0034,4.9952,100.0,100,135.2385,99.5656,0.9957,4.9666,100.0,100,134.7919,99.7033,0.997,5.0221,100.0,100,134.8258,299.6065,0.9957,0.0077,branch_2,6.0,134.9521,0.3174,-0.7147,0.0585,0.0,0.0,0.0,0.0,0.0,0,0.0,OFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T1165,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,1165,5,elou_avt_throughput_branch_degradation,1.0.0,elou_stage_1,0.2987,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,99.6769,0.9968,5.0261,100.0,100,135.1019,99.3118,0.9931,5.0115,100.0,100,135.0159,100.4385,1.0044,4.9932,100.0,100,135.1633,299.4272,0.9931,0.0113,branch_2,6.0,135.0937,0.3224,-0.3812,0.2326,0.075,3819.233,0.0,133.0937,0.0104,0,0.0,OFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T1190,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,1190,5,elou_avt_throughput_branch_degradation,1.0.0,elou_stage_1,0.3051,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,99.8556,0.9986,5.0153,100.0,100,135.0813,100.3315,1.0033,5.0141,100.0,100,134.9127,99.6784,0.9968,4.9855,100.0,100,134.7566,299.8655,0.9968,0.0065,branch_3,6.0,134.9169,0.3279,0.122,-0.1851,0.075,3814.6873,0.0,132.9169,0.006,0,0.0,OFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T1315,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,1315,5,elou_avt_throughput_branch_degradation,1.0.0,elou_stage_1,0.3372,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,100.0575,1.0006,4.9816,100.0,100,135.0475,99.9005,0.999,4.9996,100.0,100,135.0646,100.2077,1.0021,5.0051,100.0,100,134.8861,300.1657,0.999,0.0031,branch_2,6.0,134.9994,0.329,0.1086,0.0611,0.075,3826.9327,0.0,132.9994,0.0028,0,0.0,OFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T1415,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,1415,5,elou_avt_throughput_branch_degradation,1.0.0,elou_stage_2,0.3628,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,99.9452,0.9995,5.0082,100.0,100,134.8784,99.4872,0.9949,4.9998,100.0,100,135.0895,99.5702,0.9957,5.0121,100.0,100,135.1387,299.0026,0.9949,0.0046,branch_2,6.0,135.0355,0.3241,-0.1212,0.107,0.075,3821.2292,3827.3084,133.0355,0.0042,0,0.0,OFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T1425,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,1425,5,elou_avt_throughput_branch_degradation,1.0.0,elou_stage_2,0.3654,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,100.0901,1.0009,4.9882,100.0,100,134.9363,99.8789,0.9988,4.9961,100.0,100,134.8528,100.317,1.0032,5.0116,100.0,100,135.0969,300.2859,0.9988,0.0044,branch_2,6.0,134.962,0.3269,0.0356,-0.0283,0.075,3808.4513,3843.7701,132.962,0.004,0,0.0,OFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T1445,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,1445,5,elou_avt_throughput_branch_degradation,1.0.0,elou_stage_2,0.3705,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,99.8291,0.9983,5.0105,100.0,100,134.9462,100.0663,1.0007,4.9866,100.0,100,134.955,99.6888,0.9969,4.9701,100.0,100,135.0687,299.5842,0.9969,0.0038,branch_3,6.0,134.99,0.3288,0.2016,-0.07,0.075,3818.95,3843.193,132.99,0.0035,0,0.0,OFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T1615,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,1615,5,elou_avt_throughput_branch_degradation,1.0.0,e15,0.4141,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,99.9511,0.9995,4.9734,100.0,100,135.1241,100.3213,1.0032,4.9796,100.0,100,134.8383,99.9433,0.9994,5.0245,100.0,100,135.0133,300.2157,0.9994,0.0038,branch_3,6.0,134.9919,0.3251,0.4573,0.0418,0.075,3820.7734,3846.2368,132.9919,0.0035,0,52.1128,RUNNING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T1795,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,1795,5,elou_avt_throughput_branch_degradation,1.0.0,post_elou_heating,0.4603,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,100.6819,1.0068,4.9906,100.0,100,134.8945,99.4411,0.9944,4.9957,100.0,100,134.9816,99.758,0.9976,4.9896,100.0,100,134.8395,299.8811,0.9944,0.0124,branch_2,6.0,134.9052,0.3346,-0.4319,0.0131,0.075,3812.0078,3848.9161,132.9052,0.0114,0,51.7889,RUNNING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T1840,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,1840,5,elou_avt_throughput_branch_degradation,1.0.0,post_elou_heating,0.4718,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,100.1624,1.0016,5.0175,100.0,100,134.8748,99.8193,0.9982,5.0014,100.0,100,135.0995,99.7478,0.9975,4.9924,100.0,100,134.8724,299.7295,0.9975,0.0042,branch_3,6.0,134.9489,0.3267,0.4171,-0.0314,0.075,3817.8128,3837.5354,132.9489,0.0038,0,51.9533,RUNNING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T1900,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,1900,5,elou_avt_throughput_branch_degradation,1.0.0,post_elou_heating,0.4872,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,100.3106,1.0031,4.9786,100.0,100,135.0623,99.9633,0.9996,5.0369,100.0,100,134.9236,99.5136,0.9951,5.0189,100.0,100,134.933,299.7876,0.9951,0.008,branch_3,6.0,134.973,0.3292,-0.4046,-0.0783,0.075,3819.3119,3836.6963,132.973,0.0073,0,52.071,RUNNING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T2090,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,2090,5,elou_avt_throughput_branch_degradation,1.0.0,k1,0.5359,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,100.5944,1.0059,4.9525,100.0,100,134.9388,100.5693,1.0057,4.991,100.0,100,135.1938,99.7796,0.9978,4.9776,100.0,100,134.9555,300.9433,0.9978,0.0081,branch_3,6.0,135.0294,0.3204,0.462,0.0243,0.075,3821.1102,3835.175,133.0294,0.0075,0,51.5973,RUNNING,1.0031,1.6,138.0,268.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,L0,0.0,,,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
1.0.0-synthetic-elou-avt,EAVT-L1-ALARM-OVERLOAD-005-T2120,EAVT-L1-ALARM-OVERLOAD-005,train,1,20300506,2120,5,elou_avt_throughput_branch_degradation,1.0.0,k1,0.5436,1,alarm_overload,flow_control_valve_stiction,1,3215,0,0.0,0.0,0.4,120.0,1,99.8004,0.998,5.0112,100.0,100,134.895,99.2933,0.9929,4.9987,100.0,100,135.015,100.2277,1.0023,4.9919,100.0,100,135.1104,299.3214,0.9929,0.0094,branch_2,6.0,135.0068,0.326,-0.4862,-0.0834,0.075,3823.7926,3843.3914,133.0068,0.0086,0,52.0286,RUNNING,0.9977,1.6,138.0,268.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,L0,2.0,,0.0,0,0,0,0,0,0,0,0,0,0,,0,none,0,,0.0,0.0,declare_deviation,0,0,0,,0,1,0,,
